name,color,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,birthday
Bach,peaches and cream,Female,Australia,5,6,3,3,1,2,651-5660558,06/07/2016
Icabod,white,Female,Spain,3,5,2,3,1,7,651-6302514,10/20/2017
David Meowie,peaches and cream,Male,Germany,1,1,7,7,1,7,651-6458277,12/23/2018
Achal,orange,Female,China,2,4,6,5,1,4,651-4475861,03/09/2003
Puckers,striped,Male,Peru,6,2,4,6,2,6,651-3610201,12/25/2008
Xerox,tabby,Male,USA,2,2,6,7,1,1,651-4191669,03/19/2016
Ali Cat,orange,"",Thailand,1,5,4,1,1,1,651-7086922,11/19/2019
Sparkle,orange,Female,Thailand,1,3,5,5,2,4,651-3926295,02/26/2006
Champers,grey and black,Male,USA,2,2,6,6,2,2,651-4389703,01/03/2018
Perfect,butterscotch,Female,China,1,3,6,3,3,3,651-4473381,11/27/2017
Gracie,grey,Male,Canada,3,2,5,6,2,5,651-4402637,10/08/2002
Port,striped,Male,China,2,4,5,5,1,4,651-4126567,12/23/2012
Jangles,peaches and cream,Male,Spain,2,2,5,3,6,2,651-2996886,06/13/2008
Hennessy,black,Female,France,4,2,4,6,3,3,651-5973196,03/06/2018
Bulldozer,grey,Female,Australia,5,2,7,5,5,2,651-4122775,12/18/2018
Howard,grey and black,Male,China,4,4,7,6,6,4,651-4419460,07/02/2011
Glory,grey and brown,Female,New Zealand,1,4,4,3,7,1,651-5038400,06/23/2015
Marlon,tabby,Female,Germany,1,5,7,6,2,2,651-2142209,04/16/2017
Llewellyn,striped,Male,UK,2,5,5,3,3,6,651-6919703,08/25/2012
Jumper,orange,Female,Australia,2,2,3,7,1,4,651-8615116,10/16/2012
Juliet,brown,Male,Spain,1,1,7,7,1,7,651-2439773,12/22/2011
Pawssanova,grey and brown,Female,France,1,2,5,7,1,4,651-8014977,04/20/2013
Spaz,white,Male,USA,1,3,5,2,1,5,651-3674613,10/25/2007
Chowder,white,Female,Canada,2,5,2,2,1,4,651-8902585,08/27/2002
Monty,grey,Male,China,1,1,7,7,4,7,651-7975520,03/16/2012
Raisin,striped,Male,Canada,1,1,7,7,1,6,651-8419151,04/17/2018
Claypool,striped,Male,Thailand,1,7,6,1,1,1,651-3223003,07/20/2014
Fleas Witherspoon,orange,Male,Australia,1,1,5,6,1,5,651-1751325,09/27/2014
Dijon,orange,Female,France,1,5,5,5,1,4,651-6399063,07/01/2018
Emma,orange,Male,France,3,3,3,5,2,4,651-3145806,07/31/2018
Sting,orange,Female,Spain,2,2,5,5,2,6,651-3674400,03/15/2011
Little girl,brown,Male,Canada,1,1,7,6,2,4,651-4662302,11/17/2005
Tabbytha,butterscotch,Male,Australia,1,1,6,5,1,2,651-8493527,11/14/2014
Kosta & Lot,grey,Male,China,2,4,1,6,1,4,651-6116816,08/23/2014
Taco,orange,Male,Spain,2,4,6,4,2,1,651-8589222,05/09/2000
Beebop,white,Female,Peru,5,4,6,4,7,2,651-4280135,04/07/2003
Highway,white,Female,Thailand,4,6,2,3,1,2,651-6854040,09/20/2010
Clotilda,white,Female,France,2,3,4,4,2,2,651-4432227,09/13/2001
Elvis,tabby,Male,Peru,5,6,4,5,2,5,651-6347529,06/19/2007
Ulric,tabby,Male,New Zealand,3,3,3,5,5,4,651-5882193,04/01/2006
Tatters,orange,Female,New Zealand,1,4,5,6,2,1,651-6818394,07/19/2003
Frodo,grey,Male,Peru,3,2,6,7,2,5,651-3912239,12/13/2016
Bookbag,butterscotch,Female,New Zealand,2,6,6,7,2,4,651-2391616,06/20/2004
Augustus,butterscotch,Female,China,1,2,7,2,1,1,651-5697435,12/23/2013
Mittens,grey and black,Female,Germany,5,6,6,6,1,7,651-3785680,07/15/2005
Quincy,brown,Male,China,5,1,4,6,1,2,651-3508231,09/17/2002
Sarah,butterscotch,Male,Germany,2,5,6,4,6,4,651-6269271,12/14/2019
Lara,tabby,Female,Canada,1,1,6,7,3,3,651-7750041,01/25/2014
Elvis,white,Male,Spain,5,4,6,2,1,5,651-2795932,01/16/2006
Pumpkin,peaches and cream,Female,Australia,1,1,7,7,3,5,651-5627147,05/03/2016
Muesli,striped,Male,Thailand,1,1,7,7,1,1,651-2976460,01/19/2019
Mr. Pickles,tabby,Male,China,1,1,5,7,3,5,651-2858068,06/28/2007
Porridge,white,Male,Australia,2,6,6,3,1,4,651-8093178,09/26/2009
Cruiser,black,Female,Thailand,1,5,5,5,1,1,651-2578485,05/30/2012
Casanova,grey and brown,Male,Germany,1,5,6,3,1,1,651-2434033,01/30/2007
Lolly,grey,Female,Canada,3,5,4,6,1,6,651-2878841,06/06/2016
Misty BLu,brown,Female,France,3,2,6,6,2,1,651-2992981,07/22/2016
Pistol,white,Male,Spain,6,2,4,4,1,7,651-6602785,09/04/2011
Jack,peaches and cream,Male,Thailand,1,2,6,5,1,1,651-2975456,12/05/2009
Bob Meowerly,tabby,Male,Thailand,1,2,6,5,1,1,651-6351352,07/10/2011
Scratches,butterscotch,Male,New Zealand,7,2,3,5,2,7,651-4618626,01/09/2005
Nick,peaches and cream,Female,Australia,7,6,4,1,1,1,651-5881708,05/07/2010
Snuggles,grey and brown,Female,Peru,4,4,7,7,1,4,651-3321540,12/01/2004
Durand,striped,Male,Australia,4,5,5,5,1,5,651-7999014,09/23/2018
Anastasia,grey and black,Female,UK,2,7,1,2,5,1,651-3202975,05/13/2002
Wuffy,peaches and cream,Female,Spain,2,5,6,5,3,2,651-7464437,04/22/2018
Puddles,grey,Male,France,7,4,1,4,3,5,651-6475526,05/10/2000
Hipparcus,grey,Female,USA,1,1,5,7,3,5,651-2302738,08/04/2015
Tabitha,salt and pepper,Male,New Zealand,7,5,3,4,2,2,651-6356549,12/28/2004
Hershey,salt and pepper,Male,USA,6,2,2,5,2,6,651-2576833,11/21/2005
Alvin,grey and black,Female,Thailand,6,3,1,6,4,5,651-8495719,10/12/2015
Noodle,black,Female,Australia,1,1,7,7,1,1,651-5130595,09/11/2002
Aristotle,salt and pepper,Male,China,1,4,7,5,1,3,651-1905220,10/01/2012
Elle Mcphupup,tabby,Female,Thailand,6,6,5,1,1,2,651-6208650,02/16/2013
Adah,grey and brown,Female,France,1,1,5,7,2,2,651-3100855,05/28/2015
Diamond,grey,Female,Australia,1,2,6,7,5,5,651-2101308,12/25/2005
Bridget,peaches and cream,Female,Thailand,2,1,3,6,1,2,651-2992927,11/29/2013
Fishbone,butterscotch,Female,Thailand,5,7,1,1,2,2,651-7362046,02/28/2017
Goober,grey and black,Male,France,2,1,6,6,1,4,651-4016052,07/06/2018
Deanie Dumpling,peaches and cream,Female,Australia,1,1,4,7,1,1,651-8515910,08/26/2002
Ragamuffin,white,Male,China,2,2,6,6,1,6,651-6649279,09/17/2014
Purrgus McKitty,striped,Male,Peru,2,3,3,3,3,4,651-4316836,11/03/2016
Gremlin,white,Female,Spain,1,3,7,5,1,7,651-4741290,08/09/2003
Fenicia,white,Male,New Zealand,1,4,5,7,1,2,651-3962208,07/19/2012
Mosag,salt and pepper,Female,Canada,7,1,7,7,1,1,651-5646738,04/17/2015
Dionne,striped,Female,USA,5,6,2,6,1,4,651-6920649,09/16/2014
Moonshine,brown,Female,Canada,2,6,6,2,2,7,651-5912029,09/12/2011
Pistol,tabby,Male,Peru,1,4,5,5,1,5,651-2397307,04/16/2012
Absolut,orange,Female,UK,4,4,2,5,2,1,651-2966166,04/07/2004
Madonna,grey,Male,China,5,2,6,5,4,5,651-3221061,08/30/2017
Perceval,grey and black,Male,Germany,3,3,5,5,2,4,651-8956780,06/18/2000
Caboodle,grey and black,Female,China,1,2,6,6,1,2,651-4394906,03/30/2007
Agatha,peaches and cream,Male,Spain,1,1,7,7,1,5,651-7842089,05/17/2009
Porkchop,grey and brown,Male,Canada,3,1,6,7,1,3,651-3511218,10/26/2011
Sophie,orange,Male,Canada,7,1,4,5,6,7,651-2694372,09/23/2006
Cosmic,grey and black,Female,Australia,1,1,5,7,6,3,651-8162472,09/11/2017
Tegar,grey and brown,Male,USA,1,1,7,7,4,2,651-5765321,03/13/2006
Grendel,brown,Female,Spain,3,2,7,7,5,3,651-7386446,04/05/2002
Avril,orange,Female,New Zealand,3,2,5,6,1,2,651-1975266,08/28/2001
Ludwid,white,Female,China,1,2,6,6,1,1,651-8183894,11/02/2012
Mariah,tabby,Male,Thailand,1,1,7,7,2,2,651-7270400,12/05/2005
Ike,striped,Female,China,6,2,5,6,1,2,651-2628971,01/20/2017
Pawndemonium,tabby,Male,Spain,6,5,2,4,2,4,651-1960179,08/01/2003
Delilah,grey,Male,USA,1,1,4,7,1,1,651-5367752,10/07/2005
Daniel,orange,Male,France,1,7,4,2,2,6,651-3097313,10/20/2006
Kepler,brown,Female,France,5,7,3,2,1,2,651-8540912,10/05/2012
Death Breath,grey and brown,Female,New Zealand,2,4,4,3,1,2,651-5800171,06/21/2013
Collins,brown,Male,Australia,1,2,6,5,1,1,651-6300981,01/20/2005
Mopsy,white,Female,France,1,7,6,7,1,1,651-1572783,03/26/2016
Bete Noir,grey,Female,Canada,1,1,4,6,1,1,651-5938547,12/13/2014
Bulldozer,grey,Female,Germany,7,7,7,1,6,2,651-5240482,05/18/2005
Hamlet,peaches and cream,Male,USA,3,2,2,2,5,7,651-4984085,02/20/2008
Hopie,grey and brown,Female,France,1,4,7,1,1,1,651-6893171,12/26/2013
Sponge,grey and black,Female,Canada,5,6,6,4,1,4,651-5966351,03/02/2016
Pandu,brown,Male,USA,1,1,6,7,5,3,651-4906838,03/31/2017
Pixel,black,Female,UK,2,6,4,2,2,4,651-5607201,07/21/2003
Evan,peaches and cream,Male,France,2,4,2,2,4,2,651-1913403,03/06/2014
Baldy,striped,Male,Peru,4,4,3,2,1,1,651-7580130,05/15/2009
Casey,brown,Female,New Zealand,4,2,5,5,1,2,651-8742088,04/27/2003
Clawed D'pussy,tabby,Female,Canada,1,3,6,3,1,2,651-4746497,07/25/2013
Dumas,black,Male,New Zealand,1,1,5,6,1,2,651-2801919,10/21/1999
Crystal,white,Female,Germany,2,1,6,6,1,2,651-7717728,10/28/2014
Jason,butterscotch,Male,Canada,6,1,5,6,1,1,651-7554200,07/29/2007
Migraine,grey,Female,France,4,2,6,5,2,3,651-6519975,05/31/1999
Flyin-Flynn,orange,Male,Thailand,4,4,7,2,1,5,651-4184723,10/19/2002
Dabney,tabby,Female,USA,4,3,4,5,2,2,651-3923920,08/24/2012
Cabernet,brown,Female,Australia,2,2,6,6,3,2,651-2929864,07/21/2013
Romeo,butterscotch,Male,New Zealand,1,7,5,5,1,7,651-7554511,01/05/2019
Harper,white,Male,UK,1,1,5,7,2,5,651-7982558,09/15/2007
Munky,orange,Male,UK,2,1,7,6,3,3,651-2657130,06/20/2016
Ballofur,tabby,Male,USA,1,1,7,7,3,4,651-8337015,05/10/2013
Boots,brown,Female,Australia,2,7,5,2,1,2,651-3596837,09/11/2001
Artemis,salt and pepper,Male,Germany,1,4,1,7,2,7,651-6519483,10/14/2018
Handel,grey and brown,Male,USA,2,2,6,5,3,6,651-7203617,12/15/2005
Lennon,peaches and cream,Male,Thailand,7,7,7,7,1,1,651-7459425,04/02/2018
Alce,butterscotch,Male,UK,6,6,2,2,7,1,651-5921637,06/17/2010
Tuckleberry,white,Female,Australia,3,5,6,5,5,6,651-3245897,11/04/2006
Gertrude,tabby,Male,Canada,1,1,6,6,1,2,651-7362732,05/09/2009
Cinnamon,butterscotch,Male,Australia,6,1,6,6,5,2,651-2083655,09/30/2013
Cloud,peaches and cream,Female,Canada,1,1,7,7,7,5,651-6721553,04/30/2006
Megabucks,striped,"",UK,2,2,6,7,4,1,651-5446750,07/23/2015
Amistad,grey and black,Female,Peru,1,1,6,6,1,2,651-7800696,11/29/2007
Kipper,grey and black,Male,Germany,2,1,6,7,1,4,651-7051487,04/09/2015
Latte,salt and pepper,Female,France,2,5,5,5,5,3,651-4237240,12/29/2018
Indy,white,Male,Peru,1,1,5,7,1,1,651-1858166,09/27/2012
Cerin,grey and brown,Male,France,1,2,6,7,1,5,651-6936892,04/04/2012
Oso,grey and black,Unsure,Thailand,7,7,5,5,3,5,651-8477072,04/02/2006
Tristan,white,Female,France,1,2,3,7,2,3,651-4270562,06/03/2000
Reagan,grey and black,Male,France,2,4,4,7,1,3,651-7856189,06/16/2012
Ebenezer,tabby,Female,Spain,1,4,6,5,1,1,651-3914168,10/23/2017
Albertyne,salt and pepper,Male,New Zealand,2,6,6,6,1,5,651-6414826,09/05/2003
Scarlett O'Hairy,grey,Female,China,5,3,4,4,1,1,651-6740902,02/23/2017
Sweetie,white,Male,Peru,3,5,3,1,1,2,651-2058526,05/31/2000
Tweedledum,butterscotch,Male,Germany,4,1,7,7,2,5,651-4975353,09/06/2014
Breton,black,Male,Canada,1,4,4,7,1,4,651-8039048,12/18/2004
Columbia,salt and pepper,Female,Germany,1,1,7,7,1,7,651-6197430,05/15/2016
Irish,brown,Male,UK,1,3,7,7,1,6,651-3172977,03/21/2012
Esmeralda,grey and brown,Male,USA,1,5,2,6,2,5,651-6032679,12/24/2019
Alvis,butterscotch,Female,New Zealand,2,3,6,5,4,4,651-6507227,06/21/2019
Monet,white,Female,Thailand,1,5,6,6,4,4,651-6394070,02/03/2009
Chloe,orange,Male,Peru,7,7,4,5,1,4,651-2141457,01/04/2014
Cinnamon,orange,Male,Canada,4,2,7,6,1,3,651-5443486,11/27/2018
Veronicat,tabby,Male,UK,2,1,6,6,1,6,651-6956318,10/22/2011
Mokey Bob,striped,Male,Thailand,3,4,3,4,1,5,651-2615346,07/04/2015
Haidee,orange,Female,Thailand,2,5,4,5,1,3,651-4385889,04/20/2015
MacGregor,salt and pepper,Female,France,1,2,5,6,1,2,651-1718991,08/14/2003
Buggie,grey and brown,Female,France,7,4,6,5,2,7,651-2607850,01/21/2015
Clawdia,orange,Female,France,6,6,5,2,5,3,651-1948876,07/18/2012
Tolkien,white,Male,Germany,4,6,6,2,1,3,651-5739925,08/29/2019
Flex,white,Female,Canada,1,4,7,7,1,1,651-5741883,05/18/2006
Delilah,black,Female,UK,1,1,7,5,1,1,651-7357561,03/24/2016
Cosmic,butterscotch,Female,UK,5,7,4,5,2,2,651-2310131,01/26/2015
Jennifer,grey and black,Male,Australia,6,1,5,6,1,5,651-3811652,09/14/2011
Doodle,black,Male,Spain,1,1,6,5,1,2,651-3936524,07/29/2011
Mancha,black,Female,USA,1,4,4,4,2,1,651-6688256,11/03/2014
Nutkin,white,Female,France,1,2,5,6,1,1,651-8638849,07/15/2014
Barbie,salt and pepper,Male,Peru,3,5,5,3,6,6,651-5118001,08/20/2008
Micestro,striped,Male,New Zealand,2,4,6,5,1,5,651-4851902,03/28/2013
Your Majesty,peaches and cream,Male,Germany,3,3,6,6,4,3,651-5753982,01/31/2019
Rasputin,salt and pepper,Female,Thailand,3,5,5,5,3,6,651-8583783,02/18/2010
Sparkplug,grey and brown,Female,UK,7,5,4,3,4,1,651-1773278,07/21/2014
Bayou,tabby,Male,Canada,1,1,5,7,1,1,651-3106519,12/22/2017
Incitatus,salt and pepper,Female,Thailand,5,5,3,2,1,2,651-5086050,03/04/2016
Ali Macclaw,butterscotch,Female,Spain,5,3,3,6,2,5,651-5842346,02/01/2003
Napoleon,white,Female,France,5,5,4,4,2,3,651-7169044,12/09/2005
Aloysius,white,Male,Canada,3,5,4,5,4,3,651-2423175,04/04/2005
Charlie,grey and brown,Male,Germany,2,6,5,2,2,1,651-4612003,12/11/2017
Scarlet,grey and brown,Male,UK,1,1,7,7,1,1,651-3596967,09/23/2015
Tabasco,tabby,Male,Germany,2,5,7,6,1,1,651-4659515,04/01/2018
Horace,butterscotch,Female,Australia,4,4,5,4,1,3,651-2308139,04/12/2013
Dash,butterscotch,Male,New Zealand,4,5,6,6,4,4,651-4312997,07/13/2003
Daisy,tabby,Female,New Zealand,1,1,3,7,1,4,651-5345774,06/09/2000
Hipparcus,butterscotch,Male,Thailand,1,1,7,7,7,1,651-8790830,03/08/2004
Glory,butterscotch,Female,Spain,2,5,6,6,7,4,651-7467445,06/20/2002
Munchkin,white,Female,Germany,6,4,7,5,1,3,651-6261393,07/01/2008
Cancun,striped,Female,UK,3,5,4,4,1,5,651-6483591,05/19/2013
Ptolemaeus,grey,Male,Thailand,3,4,5,4,5,1,651-2517672,01/29/2008
Frank,salt and pepper,Male,Canada,1,5,3,2,1,1,651-2559710,02/02/2005
Puddles,tabby,Male,USA,5,2,4,6,5,2,651-5350505,03/16/2010
Joey,grey and black,Male,Spain,7,1,7,7,2,7,651-4224992,01/31/2008
Gin,grey and black,Male,Thailand,2,4,7,5,1,4,651-9008058,04/15/2002
Dana,peaches and cream,Female,Peru,3,2,5,7,6,7,651-5553176,12/30/2007
Joan,butterscotch,Female,New Zealand,3,5,7,6,5,3,651-6386551,03/27/2017
Jumbo,grey and black,Female,China,4,3,6,5,2,3,651-8168527,06/07/2005
Elaine,grey and brown,Female,Australia,2,3,2,5,1,2,651-3985725,11/01/2016
Aloha,butterscotch,Male,UK,1,4,1,4,1,1,651-6325522,04/19/2014
Sniff,orange,Male,France,2,5,6,6,7,5,651-2745585,07/25/2015
Catapult,tabby,Female,Australia,5,5,5,3,3,5,651-3369784,04/20/2003
Jaspurr,grey and brown,Female,Thailand,4,2,6,6,1,4,651-8345127,11/26/2012
Jesse,butterscotch,Male,Canada,1,3,5,4,1,2,651-2852495,05/06/2017
Genevere,striped,Male,Thailand,5,2,5,6,2,4,651-8937585,05/22/2019
Janet,white,Male,Peru,2,1,1,7,5,7,651-5268262,08/02/2000
Harmony,striped,Female,UK,1,7,7,4,4,7,651-4700420,03/19/2020
Ziggles,peaches and cream,Male,Germany,1,6,4,5,1,4,651-5311476,04/04/2015
Mittens,grey and brown,Male,France,2,6,5,6,2,3,651-4505306,12/27/2002
Flip,brown,Unsure,USA,3,1,6,6,2,4,651-4504637,12/19/2016
Oscar the Grouch,peaches and cream,Female,USA,1,1,3,7,1,1,651-7299996,06/30/2017
Paddy,grey and brown,Female,France,1,4,6,5,1,2,651-1892536,06/14/2001
Whitney,brown,Male,Germany,6,2,5,5,1,4,651-7475257,11/06/2018
Fishbone,grey and brown,Male,Australia,1,4,2,6,1,3,651-5093110,10/30/2004
Scoop,brown,Male,Germany,4,5,7,3,1,3,651-3177038,11/22/2017
Lavinia,white,Female,UK,1,6,5,2,1,1,651-5125467,10/11/2010
Gabriel,grey,Female,France,5,1,6,7,1,5,651-2536806,06/24/2014
Halley Purry,salt and pepper,Male,China,5,3,5,6,5,3,651-1877439,08/13/2001
Amistad,white,Female,Peru,6,6,5,1,5,1,651-8938486,05/28/2013
Bootsie,black,Female,UK,1,2,7,7,1,5,651-3210573,05/05/2008
Chops,grey,Female,Australia,3,3,6,5,5,4,651-2722342,11/20/2017
Panic,peaches and cream,Male,UK,2,1,3,7,1,2,651-2434109,09/22/2007
Quidditch,black,Female,Thailand,5,5,2,5,5,3,651-6963901,10/08/2017
PK,salt and pepper,Male,New Zealand,1,7,1,6,1,1,651-2400637,02/12/2011
Bangkok,grey and brown,Female,New Zealand,6,2,6,5,6,6,651-8385518,10/26/2012
Eartha,orange,Female,Peru,2,5,3,3,5,3,651-6307885,07/01/2013
Cressida,grey and brown,Female,Canada,5,6,2,2,1,7,651-4324709,06/28/2016
Berkeley,black,Female,Peru,7,7,6,5,1,1,651-4354236,09/20/2018
Emily,grey and brown,Female,Peru,5,5,6,5,5,7,651-7397359,04/19/2012
Brianna,orange,Female,Germany,3,3,3,6,5,5,651-5411851,02/10/2011
Stinkerbell,grey and black,Female,France,2,1,3,6,1,6,651-2106285,10/19/2006
Little Kitty,white,Male,New Zealand,2,3,5,5,1,5,651-4426971,03/23/2017
Fibb,black,Male,New Zealand,3,3,5,3,1,5,651-2059401,01/22/2018
Lara,striped,Female,Australia,2,1,7,7,1,1,651-3251606,10/11/2016
Flo,white,Male,USA,2,4,5,5,1,2,651-3400845,05/15/2019
Chantilly,grey,Male,France,2,2,6,6,2,1,651-1930088,05/29/2013
Edison,butterscotch,Male,Spain,2,3,5,7,2,2,651-5211636,01/08/2007
Neneh,grey and black,Female,Spain,6,5,7,4,1,7,651-3956974,03/18/2018
Chi,peaches and cream,Female,USA,1,1,2,7,4,1,651-2685281,05/23/2019
Doogie Bowser,grey,Female,New Zealand,1,5,2,2,3,4,651-3711214,01/14/2013
Beau,white,Male,France,1,5,6,7,2,1,651-4436967,01/31/2016
Capp,grey,Female,Canada,5,1,5,5,1,3,651-2543186,12/07/2008
Helen,tabby,Male,Germany,5,5,5,5,2,6,651-2639274,08/01/2004
Tammy,salt and pepper,Female,Thailand,2,2,7,7,1,2,651-4684068,10/02/2014
Hades,brown,Female,Spain,1,2,1,1,2,1,651-2210963,06/19/2014
Cat-titude,tabby,Female,USA,7,5,6,2,4,7,651-8427095,09/03/2015
Mushka,grey and brown,Male,France,1,1,7,7,6,1,651-2871462,11/29/2013
Quidditch,orange,Female,USA,2,2,7,7,1,4,651-4586135,08/13/2011
Leprechaun,peaches and cream,Female,Thailand,5,2,2,6,2,1,651-2867995,04/26/2009
Bacchis,striped,Male,France,1,7,5,1,6,2,651-7268543,01/25/2019
Tatiana,peaches and cream,Male,Germany,2,2,7,7,5,5,651-5657163,12/28/2016
China,peaches and cream,Female,UK,2,2,6,7,1,3,651-2447335,06/17/2014
Astrid,butterscotch,Male,Spain,2,5,7,5,4,4,651-2440244,01/01/2001
Cosmo,orange,Male,UK,1,1,7,7,1,1,651-4239574,12/16/2015
Bartholomew,grey and brown,Female,China,3,3,4,4,3,4,651-5289416,03/23/2008
Cobwebb,grey and black,Male,Australia,2,6,6,5,1,5,651-6473466,04/03/2004
Moe Mojo,striped,Female,Australia,6,2,3,7,1,6,651-2571187,05/04/2015
Cat Benatar,peaches and cream,Male,France,5,5,2,3,1,2,651-1783913,04/01/2010
Kit-teacup,black,Male,Germany,2,2,6,7,1,1,651-3000990,04/22/2009
Buttons,orange,Female,Canada,1,6,5,1,1,2,651-2738013,02/03/2010
Fir,orange,Female,China,1,1,7,7,5,1,651-3895525,06/06/2000
Gremlin,black,Male,Canada,7,1,7,7,4,7,651-6030517,07/30/2009
Bagel,grey,Female,Peru,4,3,6,6,2,2,651-5682900,10/09/2013
Lewis,grey and brown,Female,USA,2,2,5,5,2,3,651-5873878,01/12/2018
Wheresy,peaches and cream,Male,Canada,1,3,6,5,2,5,651-8098938,03/07/2015
Piddle Paddle,grey and black,Female,Thailand,6,6,4,3,1,3,651-8620922,05/14/2017
Casanova,white,Female,UK,2,4,3,5,2,2,651-2805106,11/21/2008
Foxburg,striped,Male,Thailand,1,3,6,5,2,6,651-3853275,01/13/2010
Demon,black,Female,USA,1,5,6,3,1,1,651-2581612,11/21/2014
FiFi,brown,Female,Thailand,4,2,6,5,1,7,651-3192831,08/20/2013
Melody,grey,Male,Spain,1,1,5,7,1,1,651-7426184,10/19/2016
Miss Moochie,grey,Male,Australia,1,2,7,7,1,7,651-4469951,03/27/2014
Zenda,grey and black,Male,Spain,2,1,5,7,1,4,651-6939497,09/08/2014
Einstein,black,Female,UK,5,1,6,7,3,3,651-2657135,02/07/2016
Twiggy,grey and black,Male,Canada,3,5,3,3,1,3,651-8315155,04/01/2007
Twinkie,grey and brown,Male,Spain,3,2,6,4,1,6,651-8782592,01/09/2001
Nigglet,butterscotch,Female,UK,1,1,7,7,1,7,651-6554056,02/06/2015
Lennon,white,Male,UK,1,5,6,5,1,1,651-5306975,04/07/2003
Octane,peaches and cream,Female,UK,2,6,5,5,4,3,651-8981593,12/19/2004
Roxanne,striped,Female,Thailand,5,2,4,5,2,4,651-3892846,06/22/2016
Brenda,salt and pepper,Male,USA,6,4,5,3,1,6,651-4356826,04/20/2015
Inky,tabby,Female,Peru,5,5,4,5,2,7,651-2826657,10/21/2013
Angostura,grey,Female,New Zealand,1,2,6,7,1,5,651-4597198,04/24/2007
Gandalf,grey,Male,Peru,5,4,3,5,1,1,651-7644793,08/13/2005
Janis,striped,Male,China,2,1,6,7,1,2,651-2093080,08/18/2009
Alfreda,tabby,Female,Australia,2,6,4,5,1,1,651-9009771,06/06/2015
George,peaches and cream,Male,New Zealand,1,1,6,7,1,6,651-7583550,09/17/2009
Clawed,black,Female,Spain,1,2,7,7,2,6,651-5936108,07/02/2016
Salvador,orange,Male,Australia,2,4,5,6,1,7,651-3032901,05/04/2012
Toasty,grey and brown,Female,New Zealand,2,1,7,7,2,2,651-2162458,07/18/2004
Ottolynn,grey and brown,Female,China,1,7,6,1,1,5,651-8095400,07/05/2013
Mab,white,Female,UK,2,1,7,7,5,5,651-3558241,05/17/2015
Bootdonnie,peaches and cream,Female,Australia,3,4,7,7,4,6,651-5600229,12/19/2005
Purrgus McKitty,salt and pepper,Female,New Zealand,1,1,6,7,3,7,651-7095274,12/02/2006
Albertyne,grey and black,Male,UK,2,1,7,7,1,1,651-4804528,02/09/2018
Ottolynn,tabby,Male,USA,2,5,7,5,1,3,651-8017976,03/16/2006
Boyd,tabby,Female,Spain,2,1,7,7,1,6,651-4155648,04/22/2016
Yorrich,grey and black,Male,Thailand,1,1,5,5,1,1,651-7519868,12/27/2004
Little Kitty,salt and pepper,Male,Germany,2,2,6,7,1,5,651-5295487,06/19/2011
Purrty,white,Male,France,5,3,6,6,4,5,651-3290740,02/24/2002
Winnie,striped,Female,UK,1,1,6,7,2,1,651-2760969,09/20/2016
Dionne,grey,Female,Canada,1,3,3,6,2,5,651-8329127,07/15/2018
Gallagher,white,Male,China,6,1,5,7,7,5,651-6438069,04/08/2008
Delilah,peaches and cream,Female,USA,1,1,7,6,1,1,651-8143888,04/21/1999
Banjo,grey,Female,Germany,2,1,5,6,1,5,651-5437152,02/22/2014
Desdemona,orange,Male,Spain,5,5,2,4,1,1,651-2645145,11/25/2012
Cheezit,grey and black,Female,Canada,2,4,5,3,1,4,651-1664975,02/28/2011
Tuckleberry,grey and brown,Male,UK,2,2,5,6,1,5,651-4419528,03/19/2019
Tapioca,brown,Female,Germany,4,1,6,6,4,4,651-4806002,03/06/2017
Pelagia,salt and pepper,Female,USA,6,5,5,6,2,3,651-6847204,09/14/2002
Jennifer,striped,"",New Zealand,2,6,6,5,6,5,651-6129734,02/22/2019
Misty BLu,orange,Female,Australia,3,2,2,7,1,5,651-8986841,09/27/2016
Borden,grey,Female,Canada,3,6,6,2,1,5,651-4126470,10/19/2016
Mushka,striped,Male,UK,1,1,6,7,6,3,651-4409387,08/09/2019
Bliss,black,Female,UK,2,3,5,5,3,1,651-6133395,11/29/2007
Brigette,butterscotch,Female,New Zealand,2,5,3,3,2,3,651-7499639,02/11/2015
Penelope,orange,Male,Canada,6,1,4,6,5,5,651-7807610,01/31/2009
Nipper,tabby,Female,France,3,3,4,6,4,2,651-8830698,05/02/1999
Matthew,orange,Female,Germany,5,7,5,7,1,5,651-2509121,06/10/2002
Nibble,salt and pepper,Female,New Zealand,5,5,5,5,1,2,651-5605401,05/22/2013
Hello Kitty,tabby,Female,China,4,5,2,4,2,5,651-3231248,01/04/2005
Capp,peaches and cream,Male,Peru,1,1,7,7,4,7,651-7181596,03/20/2018
Mr. Black,salt and pepper,Male,Canada,3,3,6,6,1,1,651-7181400,11/04/2017
Pawndemonium,grey and brown,Female,USA,1,1,5,7,1,1,651-8939852,10/30/2017
Marbles,striped,Female,Thailand,5,7,3,1,2,1,651-8540489,11/04/2016
Shawnee,striped,Male,New Zealand,4,1,4,6,3,1,651-1538209,12/23/2017
Puma Thurman,peaches and cream,Male,Germany,3,2,6,6,1,4,651-6681109,07/31/2011
Otis,black,Male,Spain,3,5,4,3,1,2,651-7828323,06/18/2014
Demon,striped,Male,Spain,4,2,6,6,3,5,651-6743209,07/28/2013
Bootsie,peaches and cream,Female,UK,1,4,7,4,1,1,651-5357682,09/09/2000
